timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1510122999054,544,conf #1,200,OK,Conf1 1-1,text,true,,366,0,2,6,544,0,0
1510122999054,544,conf #1,200,OK,Conf1 1-1,text,true,,366,0,2,6,544,0,0
1510122999462,417,conf #1,200,OK,Conf1 1-2,text,true,,366,0,2,6,417,0,0
1510122999462,417,conf #1,200,OK,Conf1 1-2,text,true,,366,0,2,6,417,0,0
1510122999913,411,conf #1,200,OK,Conf1 1-3,text,true,,366,0,3,9,411,0,0
1510122999913,411,conf #1,200,OK,Conf1 1-3,text,true,,366,0,3,9,411,0,0
1510123000363,417,conf #1,200,OK,Conf1 1-4,text,true,,366,0,4,12,416,0,0
1510123000363,417,conf #1,200,OK,Conf1 1-4,text,true,,366,0,4,12,416,0,0
1510123000523,420,conf #1,200,OK,Conf1 1-1,text,true,,366,0,5,15,420,0,0
1510123000523,420,conf #1,200,OK,Conf1 1-1,text,true,,366,0,5,15,420,0,0
1510123000819,418,conf #1,200,OK,Conf1 1-5,text,true,,366,0,5,15,418,0,0
1510123000819,418,conf #1,200,OK,Conf1 1-5,text,true,,366,0,5,15,418,0,0
1510123000962,425,conf #1,200,OK,Conf1 1-2,text,true,,366,0,6,18,423,0,0
1510123000962,425,conf #1,200,OK,Conf1 1-2,text,true,,366,0,6,18,423,0,0
1510123001273,422,conf #1,200,OK,Conf1 1-6,text,true,,366,0,6,18,422,0,0
1510123001273,422,conf #1,200,OK,Conf1 1-6,text,true,,366,0,6,18,422,0,0
1510123001412,425,conf #1,200,OK,Conf1 1-3,text,true,,366,0,7,21,425,0,0
1510123001412,425,conf #1,200,OK,Conf1 1-3,text,true,,366,0,7,21,425,0,0
1510123001728,427,conf #1,200,OK,Conf1 1-7,text,true,,366,0,7,21,427,0,0
1510123001728,427,conf #1,200,OK,Conf1 1-7,text,true,,366,0,7,21,427,0,0
1510123001864,428,conf #1,200,OK,Conf1 1-4,text,true,,366,0,8,24,428,0,0
1510123001864,428,conf #1,200,OK,Conf1 1-4,text,true,,366,0,8,24,428,0,0
1510123002022,437,conf #1,200,OK,Conf1 1-1,text,true,,366,0,8,24,437,0,0
1510123002022,437,conf #1,200,OK,Conf1 1-1,text,true,,366,0,8,24,437,0,0
1510123002182,437,conf #1,200,OK,Conf1 1-8,text,true,,366,0,8,24,437,0,0
1510123002182,437,conf #1,200,OK,Conf1 1-8,text,true,,366,0,8,24,437,0,0
1510123002320,436,conf #1,200,OK,Conf1 1-5,text,true,,366,0,9,27,436,0,0
1510123002320,436,conf #1,200,OK,Conf1 1-5,text,true,,366,0,9,27,436,0,0
1510123002461,475,conf #1,200,OK,Conf1 1-2,text,true,,366,0,9,27,475,0,0
1510123002461,475,conf #1,200,OK,Conf1 1-2,text,true,,366,0,9,27,475,0,0
1510123002637,442,conf #1,200,OK,Conf1 1-9,text,true,,366,0,9,27,442,0,0
1510123002637,442,conf #1,200,OK,Conf1 1-9,text,true,,366,0,9,27,442,0,0
1510123002773,446,conf #1,200,OK,Conf1 1-6,text,true,,366,0,10,30,446,0,0
1510123002773,446,conf #1,200,OK,Conf1 1-6,text,true,,366,0,10,30,446,0,0
1510123002912,447,conf #1,200,OK,Conf1 1-3,text,true,,366,0,10,30,447,0,0
1510123002912,447,conf #1,200,OK,Conf1 1-3,text,true,,366,0,10,30,447,0,0
1510123003093,456,conf #1,200,OK,Conf1 1-10,text,true,,366,0,11,32,456,0,0
1510123003093,456,conf #1,200,OK,Conf1 1-10,text,true,,366,0,11,32,456,0,0
1510123003228,465,conf #1,200,OK,Conf1 1-7,text,true,,366,0,11,33,465,0,0
1510123003228,465,conf #1,200,OK,Conf1 1-7,text,true,,366,0,11,33,465,0,0
1510123003363,458,conf #1,200,OK,Conf1 1-4,text,true,,366,0,11,33,458,0,0
1510123003363,458,conf #1,200,OK,Conf1 1-4,text,true,,366,0,11,33,458,0,0
1510123003522,462,conf #1,200,OK,Conf1 1-1,text,true,,366,0,11,33,462,0,0
1510123003522,462,conf #1,200,OK,Conf1 1-1,text,true,,366,0,11,33,462,0,0
1510123003546,469,conf #1,200,OK,Conf1 1-11,text,true,,366,0,11,33,469,0,0
1510123003546,469,conf #1,200,OK,Conf1 1-11,text,true,,366,0,11,33,469,0,0
1510123003682,465,conf #1,200,OK,Conf1 1-8,text,true,,366,0,11,33,465,0,0
1510123003682,465,conf #1,200,OK,Conf1 1-8,text,true,,366,0,11,33,465,0,0
1510123003820,470,conf #1,200,OK,Conf1 1-5,text,true,,366,0,11,33,470,0,0
1510123003820,470,conf #1,200,OK,Conf1 1-5,text,true,,366,0,11,33,470,0,0
1510123003962,472,conf #1,200,OK,Conf1 1-2,text,true,,366,0,11,33,472,0,0
1510123003962,472,conf #1,200,OK,Conf1 1-2,text,true,,366,0,11,33,472,0,0
1510123004138,476,conf #1,200,OK,Conf1 1-9,text,true,,366,0,11,33,476,0,0
1510123004138,476,conf #1,200,OK,Conf1 1-9,text,true,,366,0,11,33,476,0,0
1510123004274,479,conf #1,200,OK,Conf1 1-6,text,true,,366,0,11,33,478,0,0
1510123004274,479,conf #1,200,OK,Conf1 1-6,text,true,,366,0,11,33,478,0,0
1510123004414,483,conf #1,200,OK,Conf1 1-3,text,true,,366,0,11,33,483,0,0
1510123004414,483,conf #1,200,OK,Conf1 1-3,text,true,,366,0,11,33,483,0,0
1510123004595,487,conf #1,200,OK,Conf1 1-10,text,true,,366,0,11,33,487,0,0
1510123004595,487,conf #1,200,OK,Conf1 1-10,text,true,,366,0,11,33,487,0,0
1510123004731,490,conf #1,200,OK,Conf1 1-7,text,true,,366,0,11,33,490,0,0
1510123004731,490,conf #1,200,OK,Conf1 1-7,text,true,,366,0,11,33,490,0,0
1510123004864,495,conf #1,200,OK,Conf1 1-4,text,true,,366,0,11,33,495,0,0
1510123004864,495,conf #1,200,OK,Conf1 1-4,text,true,,366,0,11,33,495,0,0
1510123005023,501,conf #1,200,OK,Conf1 1-1,text,true,,366,0,11,33,501,0,0
1510123005023,501,conf #1,200,OK,Conf1 1-1,text,true,,366,0,11,33,501,0,0
1510123005047,506,conf #1,200,OK,Conf1 1-11,text,true,,366,0,11,33,506,0,0
1510123005047,506,conf #1,200,OK,Conf1 1-11,text,true,,366,0,11,33,506,0,0
1510123005183,506,conf #1,200,OK,Conf1 1-8,text,true,,366,0,11,33,506,0,0
1510123005183,506,conf #1,200,OK,Conf1 1-8,text,true,,366,0,11,33,506,0,0
1510123005321,510,conf #1,200,OK,Conf1 1-5,text,true,,366,0,11,33,510,0,0
1510123005321,510,conf #1,200,OK,Conf1 1-5,text,true,,366,0,11,33,510,0,0
1510123005462,516,conf #1,200,OK,Conf1 1-2,text,true,,366,0,11,33,516,0,0
1510123005462,516,conf #1,200,OK,Conf1 1-2,text,true,,366,0,11,33,516,0,0
1510123005638,520,conf #1,200,OK,Conf1 1-9,text,true,,366,0,11,33,520,0,0
1510123005638,520,conf #1,200,OK,Conf1 1-9,text,true,,366,0,11,33,520,0,0
1510123005773,523,conf #1,200,OK,Conf1 1-6,text,true,,366,0,11,33,523,0,0
1510123005773,523,conf #1,200,OK,Conf1 1-6,text,true,,366,0,11,33,523,0,0
1510123005913,529,conf #1,200,OK,Conf1 1-3,text,true,,366,0,11,33,529,0,0
1510123005913,529,conf #1,200,OK,Conf1 1-3,text,true,,366,0,11,33,529,0,0
1510123006095,534,conf #1,200,OK,Conf1 1-10,text,true,,366,0,11,33,534,0,0
1510123006095,534,conf #1,200,OK,Conf1 1-10,text,true,,366,0,11,33,534,0,0
1510123006229,538,conf #1,200,OK,Conf1 1-7,text,true,,366,0,11,33,538,0,0
1510123006229,538,conf #1,200,OK,Conf1 1-7,text,true,,366,0,11,33,538,0,0
